ID	Name	WP	Activity Name	Start Month	End Month/ Planned End Date	Activity Status	Collaborating WPs	Supporting WPs	Linked Activities	Linked to All	Activity Category	Activity description	Research questions	Research Question type	Research Question type 2	Methodology	Methodology category	Data Types and Procurement	Collected	Generated	Data Procurement Method	Data Usage	PDCA Cycle	End Users	Water producers	Researchers	Water users	Contributions to Theory and Practice	THEORY	PRACTICE	Contribution to DU	Technology platforms	Policy Support and Guidance	Dissemination and Collaboration	Specific Disciplinary perspectives	Discipline	Single/Inter/Trans-disciplinary	Level of Engagement	Transdisciplinary perspectives	Thematic	Methodological	Fields of Scientific Contribution	IW Aims and Objectives	Contributions to IW aims and objectives
51	Paul	8	Kick-Off meeting	2	2	Completed	"1,2,3,4,5,6,7"		"1, 2, 28"		Event	"The kick-off event took place in 2016 and included presentations by principal investigators from Trinity College and Bangor University; a structured group discussion in the morning. In the afternoon, two 10-mins presentations were delivered by two demonstrators  Welsh Water and National Trust Wales. Those were followed by a breakout session which included all participants. Three pre-formed goups were assigned as follows: 1 WW representative and 2 NTW representatives. DU team mebers  placed themselves strategically according to individual project responsibility and interests among the three groups to prompt, observe and note the questioning. At the end each participant was given a one-page questionnaire in order to record specific details about each of them in terms of personal and organizational motivation, contribution, interest, and expectations."	"Q1. how to generate, capture and deploy learning in a smart specialisation cluster in a large network; Q2. how can a smart specialisation cluster be created to enable the development of integrated low-carbon and smart energy innovations for the water sector?; Q3. how to apply knowledge integration strategies in a smart specialization cluster made up of a large network of organizations;"	How	How	Case Study: SSC in dŵr Uisce to analyze and identify the knowledge integration strategies applicable for the dissemination of knowledge in a collaborative cluster	Case Study	Information about the learning of the different stakeholders (project team members; demonstrator enterprise; participants) was collated during the three phases of the event: networking; breakout; questionnaire. Notes were taken by team mebers trained in NAL and a questionnaire was filled by all participants	TRUE	FALSE	Intervention	The learning from the activities was deployed to plan and coordinate cluster activities relevant to the enterprises in terms of discovering and utilizing new technologies. Blackstairs GWS expression of interest to become a demonstration site has been used to take forward the planning and design of the site.	Plan	All stakeholders: researchers; demonstrators and SSC members	TRUE	TRUE	TRUE	"Theory: smart specialisation cluster formation and engagement. A structured, action-based approach to creation of a cluster as a learning network leads to the prospect of improved performance outcomes with respect to learning, communication of learning and achievement of substantive performance outcomes. Practice: Use of action learning: learning can be generated and captured in smart specialisation clusters of a large network; the learning from the activities could then be deployed to plan and coordinate cluster activities relevant to the enterprises in terms of discovering and utilizing new technologies. The steps involved in creating this cluster are iterative and progressive"	TRUE	TRUE	This contributes to the estabilishment of the Water-Energy Network and Smart specialisation Cluster	FALSE	FALSE	TRUE	This fits in Network Action Learning (NAL) research	Management	Transdisciplinary	Co-create	NAL can be deployed to facilitate transdiciplinary knowledge co-creation 	TRUE	TRUE	Action learning research in the water sector	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to incresing visibility of the demonstration sites and support uptake of the innovation technologies
52	Paul	8	"First Annual Conference: 'Sustainability in Energy & Water Resources: Research & Practice' , 27 October 2017"	14	14	Completed	"1,2,3,4,5,6,7"		"28,53"		Event	"The first annual dŵr Uisce Conference was hosted by Bangor University in Wales. The theme of the conference aimed to address the challenges we face in relation to water and energy demands in our region. The event included guest speakers on technical, social and governance perspectives on the importance of valuing our water and energy resources, and discussed how we can ensure water and energy security in the future. There was also an opportunity for conference participants to give their own 2-minute perspective on an energy efficiency water sector."	How learning through demonstration in a smart specialisation cluster can contribute to the promotion of continuous innovation in energy and water in rural Ireland and beyond; What can be learnt from the installation of a demonstration site that can be useful for other clusters and rural communities?	How	What	NAL and Case Study	Case Study	The conference created the opportunity to expand the interest parties in the BGWS demo site; as well the first steps of the design were shared for feedback. Presentations from the speakers were collated and shared on the 'Members Only' Area of the dŵr Uisce website	TRUE	FALSE	Intervention	The expressions of interest lead to growing of the cluster; the feedback fed into the next steps of the demo site design	Plan	Water sector; cluster memebrs involved in the BGWS; other potential water schemes; researchers involved in developing the technology.	TRUE	TRUE	TRUE				This event contributed to the growth of the SSC and to the knowledge sharing and dissemination	FALSE	FALSE	TRUE		Management	Transdisciplinary	Co-create	NAL can be deployed to facilitate transdiciplinary knowledge co-creation 			Action learning research in the water sector	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to incresing visibility of the demonstration sites and support uptake of the innovation technologies
53	Paul	8	"Enhancing the Resilience of your Welsh Organisation: Achieving Water and Energy Savings, 26 Feb 2018"	18	18	Completed	2		"52,28"		Event	"This event presented case studies and discussions as to how and why achieving savings, offsetting your demands and identify opportunities for recycling/recovery of energy and water is so important to Wales. The programme had three sections: Savings; Innovation and Offsets. Presentations from stakeholders such as Cadiff University, Centre for Alternative Technologies, Waterwise, Dulas, Bangor University Sustainability Lab, Adnams Southwold Brewery, Aberyswith University as well as two interventions from dŵr Uisce team members were featured."	"The panellists will be discussing a range of questions and some of the current opportunities, challenges, and risks associated with installing heat recovery in leisure centres in order to promote resource conversation and ideas on how leisure centres can take climate action and also save costs and improve environmental footprint in the process. "				Case Study	Presentations from each speakers were collated and shared on the Members Only Area of the dŵr Uisce website	TRUE	FALSE	Intervention	The presentations form part of the project communication and dissemination library		Welsh businesses interested in achieving water and energy savings and extending further any other business interested in achieving water and energy efficiency could learn from the material generated during the event.	TRUE	TRUE	TRUE	"Theory:Contribution to ALR theory: interactions and learning cycles for both the researchers and GWS stakeholders in the context of design and installation of a demonstration site in Blackstairs. Reflection on emergent theory contributes to actionable knowledge. explore the role of action learning and collaborative prototyping activities involving researchers and practitioners within demonstrations of new energy recovery technologies, and also to identify the mechanisms by which learning may occur. Practice: Problems identification by researchers team and BGWS team; actions and reflections to progress the design and installation through events, collaboration and knowledge sharing. Problem solving and knowledge creation. This is done in loops. Learning was embodied in a contract. Demo site as an intervention for learning. Collaborative prototyping"	TRUE	TRUE	This event contributed to the growth of the SSC and to the knowledge sharing and dissemination	FALSE	FALSE	TRUE		Management	Transdisciplinary	Co-create	NAL can be deployed to facilitate transdiciplinary knowledge co-creation 			Action learning research in the water sector	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to incresing visibility of the demonstration sites and support uptake of the innovation technologies
54	Paul	8	"Water & Energy in Rural Communities. A workshop for Group Water Schemes in Ireland, 26 April 2018"	20	20	Completed	1		"52,28"		Event	"Delivered in collaboration with the National Federation of Group Water Schemes (Ireland). The workshop's objective were:                                                                                                             - To present, discuss and learn from some of actual case-studies in the area of energy recovery from water distribution systems and wastewater systems, using hydropower turbines, pump optimisation and leakage reduction.  - To build on the research connections between members of Group Water Schemes in Ireland and the Dŵr Uisce project team, legislators and technology providers.  - To explore opportunities for energy recovery within the member schemes and implementation challenges.  - To create new learning opportunities and connections for workshop participants."	How learning through demonstration in a smart specialisation cluster can contribute to the promotion of continuous innovation in energy and water in rural Ireland and beyond; What can be learnt from the installation of a demonstration site that can be useful for other clusters and rural communities?	How	What	"Based upon demonstration of technology as an intervention, and monitoring of the results obtained in order to generate insights."	Case Study	Feedback from participants on the demonstration design and shared their expectations on what should be featured in a demonstration site so that all could learn and identify opportunities for replication. Collaborative Prototyping for the design challenge	TRUE	FALSE	Intervention		Do	Water sector; managers and members of GWS	TRUE	TRUE	TRUE				This event contributed to the growth of the SSC and to the knowledge sharing and dissemination	FALSE	FALSE	TRUE		Management	Transdisciplinary	Co-create	NAL can be deployed to facilitate transdiciplinary knowledge co-creation 			Action learning research in the water sector	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to incresing visibility of the demonstration sites and support uptake of the innovation technologies
55	Paul	8	Second Annual Conference: ' Water-Energy Innovation'. 23 October 2018	26	26	Completed	"1,2,3,4,5,6,7"		"54,53,52, 28"		Event	"The second annual dŵr Uisce conference was hosted by Trinity College Dublin in Ireland. The theme was 'Water�Energy Innovation' and it addressed the challenges we face in relation to water and energy demands in our region. The programme included three sessions: ""Innovation Opportunities"", ""Innovation Practice"" and ""Demonstrating Learning"".  The event featured a variety of guest speakers from industry, HEI and government sectors in Ireland and Wales. Participants were offered the opportunity to present two-minutes pitches of their water-energy related business or research."	How does a smart specialisation cluster or network of collaborating partners form? How does the cluster contribute to the development and diffusion of innovation in the water sector?	How	How	Cluster selection--> Data gathering-->Case studies-->NAL-->Analysis and reflecion -->Actionable Insights	Case Study	Feedback about the future of the cluster was gathered and analysed.	TRUE	FALSE	Intervention	It was used to define 5 Actionable Insights	Plan	BGWS cluster; SSC; dŵr Uisce researchers; other research groups	TRUE	TRUE	TRUE	"Theory: Application of NAL in a smart specialisation cluster using demonstration site as an intervention. Practice: Demonstration sites and demonstrators play an important role in the sustainability of the cluster into the future, after project funding ends"	TRUE	TRUE	This event contributed to the growth of the SSC and to the knowledge sharing and dissemination	FALSE 	FALSE 	TRUE		Management	Transdisciplinary	Co-create				Action learning research in the water sector	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to incresing visibility of the demonstration sites and support uptake of the innovation technologies
56	Aisha	6	Climate action hackathon programme in Welsh secondary schools	65	78	In Progress	8		59		Project	Competition programme for key stage 4 and 5 students in Welsh secondary schools. 	How can we take climate action in the built environment in Wales?	How		Exploring climate action potential in the built-environment in Wales through water-energy efficiency.	Assessment	School activities. 	TRUE	TRUE	Intervention	TBD	Do	"Schools, teachers, local authorities, built-environment researchers, water companies. "	TRUE	TRUE	TRUE		TRUE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	FALSE	TRUE	TRUE	"This work fits into auditing, benchmarking, and policy and best practice from an engineering, environmental, and economic perspective. "	Environmental Sciences	Interdisciplinary	Consult		TRUE	TRUE	Benchmarking in the water sector	Benchmarking in the water sector	
57	Aisha	6	Citizen science project in Irish homes	60	78	In Progress	8		58		Project	Exploring and quantifying the climate action potential from household water-related energy efficiency and contributions from emissions savings on Irish net-zero ambitions and targets. 	To what extent can household water-related energy use contribute to emissions reductions in Ireland?	What		Citizen science on water-related energy use in households in Ireland. 	Assessment	Cross-sectional survey and longitudinal study	TRUE	TRUE	Intervention	Household self-audit and reporting. Data to be used to quantify current household watre-related energy use and the extent to which household water efficiency can contribute to Ireland's emissions reductions. 	Do	"Communities, local authorities, housing associations, policy makers, built-environment researchers, water companies."	TRUE	TRUE	TRUE		TRUE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	FALSE 	TRUE	TRUE	"This work fits into auditing, benchmarking, and policy and best practice from an engineering, environmental, and economic perspective. "	Environmental Sciences	Interdisciplinary	Consult		TRUE	TRUE	Benchmarking in the water sector	Benchmarking in the water sector	
58	Roberta	8	Engagement Event - Citizen Science Project on Water-Energy Efficiency in Irish Households	58	60	Completed	6	3	57		Event	An in person event to launch our Citizen Science project and gather feedback from a community.	How can we raise awareness of the water-energy nexus and gather feedback from a community group?	How			Case study	Qualitative data on the participants perspective of energy efficiency related to household water use; climate action ideas; feedback and questions about our work	TRUE	FALSE	Intervention	Structure discussion around five questions written on flipchart paper. Guessing game to guess the amount of water used to perform a number of activities (ie. Having a shower for 5 mins) and for making everyday commodities (like food or garments)	Plan	General public	FALSE	FALSE	TRUE		FALSE	TRUE				TRUE		Management	Interdisciplinary	Consult			TRUE	"Education, Outreach and Engagement"	Cross-border additionality	
59	Roberta	8	Climate Action Hackathon with ECO-UNESCO	56	58	Completed	6	"4,2"	56		Event	"The Climate Action Hackathon was a 2 -day online event to engaged teenagers aged 15-17 in ideating solutions for water-energy inefficiency. The event was led by dŵr Uisce team members and organised in collaboration with ECO-UNESCO in Dublin. During the 1 hr long pre-hackathon, participants had an opportunity to ask questions to dŵr Uisce team members about their work, the water-energy nexus and the project overall. The hackathon took place on the second day and the participants had 3 hours to work in teams to plan, design and present to the organisers and the other teams an idea that could improve the efficiency of water-related energy use in their schools, cmmunities or on a broader scale. dŵr Uisce team members acted as mentors, providing support and suggesitons throughout the event."	How can we raise awareness of the water-energy nexus and engage young people in a creative ideation process for solutions to improve water-energy efficiency?	How			Case study	"Hackathon output ideas from teams; feedback; pre and post-event self assessment of knowledges, awareness, skills. We also gathered reflective feedback from dŵr Uisce team members about the content, format, materials presented."	TRUE	FALSE	Intervention	The feedback was used to design a school programme 	Plan	"Young people, teachers, youth workers, general public"	FALSE	FALSE	TRUE		FALSE	TRUE				TRUE		Management	Interdisciplinary	Share advice			TRUE	"Education, Outreach and Engagement"	Cross-border additionality	
60	Madhu	2	Decentralized vs centralized WWHR	53	78	In Progress	6				Project	Analyzing the difference in available wastewater heating resource across the different scales of an urban wastewater system i.e. how much heat is loss to the environment and does it build a case for decentralized wastewater heat recovery?	What is the difference in available wastewater heating resource across different scales of an urban wastewater system? how much heat is loss to the environment and does it build a case for decentralized wastewater heat recovery?	What	How	Develop a catchment-scale sewer model synthetically or by digitizing an existing sewer (collaboration with WP6)  Model 'typical' flow heights and volumes in the sewer using EPA SWMM Use SWMM results from different sewer sections in a detailed heat transfer model (TEMPEST) to look at heat reduction/km and relate this with retention time	Modelling	Sewer network data obtained through collaboration with WP6. Generated data include sewer model outputs and sewer heat transfer outputs. 	TRUE	TRUE	Desk study	Final data will be used to identify general degradation in heat through the sewer network.	Check	"Wastewater operators, city councils, "	TRUE	FALSE	TRUE	Improved understanding about the differences in  efficiency of wastewater heat recovery at different scales (if any)	TRUE	FALSE	Improved understanding of how DWHR can be implemented on larger scales	FALSE 	TRUE	FALSE 	This fits in an engineering disciplinary perspective	Engineering	Single Discipline	Inform				Drain water heat recovery	Result-based approach	It contributes to the growth and maintenance of the cluster; to increasing visibility of the demonstration sites and support uptake of the innovation technologies
61	Ian	6	Improving water-related energy efficiency in wet leisure centres in Denbighshire County Council (DCC). 	30	42	Completed					Project	Assessing the water-energy efficiency of wet leisure centre stock of a local authority in North Wales. 	"What is potential for wet leisure centres to reduce their energy use, emissions, and costs through water use efficiency?"	How		"Assessment and audit of 6-wet leisure centres in DCC - Prestatyn, Rhyl (two sites), Corwen, Ruthin, and Denbigh. "	Assessment	"As much as each centre�s building data (e.g. plant room, all areas of water use, and water use types);  billing and historical water and energy use data; as well as an audit of all micro-component water fittings and appliances and a sampling of temperature and flow rates of water-using micro-components and fiitings. "	TRUE	FALSE	Desk study	NFS and engagement with local authority and awareness raising of how water use efficiency can contribute to meeting the Council's ambitious net-zero targets. 	Plan	"Local authorities, leisure centre managers"	FALSE	FALSE	TRUE																	
62	Ian	6	Improving water-related energy efficiency in Denbighshire (DCC) Primary schools. 	30	42 						Project	Assessment and quantification of the water use efficiency and management on resource use in participating schools	"What is the potential for Denbighshire schools to reduce their energy use, emissions, and costs through water use efficiency?"	What		Auditing and benchmarking of water-related energy use	Assessment	"Whilst access was faciliated too the Schools, the Covid outbreak and restrictions unfortunately prevented the data being gathered. "	FALSE																									
63	Ian	7	Climate change impact assessment for UK and Irish hydropower production	19	52	Completed					Project	"Study investigating how future worst-case scenario climate change will impact on the timing and quantity of streamflow at 130 catchment accross the UK and Ireland (currently England, Wales, Ireland & Northern Ireland), and the knock-on implications of such changes for water abstraction at 420 hydropower locations."	Q1. How will future climate change impact the timing and quantity of streamflow accross the UK. Q2. How will changing future straemflows impact on water available for abstraction for hydropower and therefore generation potential. 3. Do nation specific environmental regulations have an impact on the ability og hydropower schemes to make the best use of future flows.	How	How	"Hydrological modelling of catchment streamflow using the EXP-HYDRO model under future climate change, using the latest projections for the region (UKCP18). Extrapolation of future streamflow from gauging station to hydropower locations in each catchment using Area Discharge Method. Statisitical analysis of trends using Mann-Kendall test and Sen's slope estimator"	Modelling	"Streamflow data for 130 catchments accross England, Wales, N. Ireland and Ireland, "	TRUE	TRUE	Desk study	"Data used to assess how future climate change will impact average and extreme streamflow characteristics, as well as water quality"		"Academics, environmental regulators, all surface water abstractors, water resource managers, flood consultants"	TRUE	TRUE	TRUE	"Little work has previously been carried out to quantify the impact of future climate change on water quantity and quality in Wales specifically, and with such a detailed hydrological model, so this work fills a knowledge gap in this perspective. Future water quality in particular"	TRUE	FALSE	Future streamflow changes may influence the abstractable water resource for public water supply which may impact on some of the technologies being developed in the project.	FALSE 	TRUE	TRUE	"Provides a national-scale catchment-level overview of changes in future streamflows under a worst-case future climate change scenario, helping to pinpoint regional scale variation which may be important for future water resource planning"	Geographical Information Systems			"This work can feed into policies, planning and reviewing future water uses for public abstractions or hydropower"					
64	Paul	8	Developing green process innovation through network action learning journal article submission to Creativity & Innovation Management	46	66	Completed					Publication	Journal article based upon a conference paper presented at IPDMC 2020.  Describe and reflect on the actions undertaken by a network of stakeholders to co-generate learning from green process innovation.	"How does green process innovation, when co-directed, co-developed and co-deployed in a network, yield actionable knowledge?"	How		"Action learning research, a Mode 2 knowledge production."	Case Study	"There were four primary sources of data: direct interactions and interventions, observation and reflection notes, project documentation, and indepth interviews with stakeholders (including researchers and practitioners)."	TRUE	TRUE	Intervention	"We developed a description of the engineering context of the initial design work, followed by a summary description of each demonstrator site. We outlined then the emergent factors for achieving green process innovation."		The end users included the project stakeholders (reseachers and practitioners).	TRUE	TRUE	TRUE	"To theory: how the adoption of a network action learning approach is a viable option towards knowledge co-production in green innovation. The demonstration units contributed to learning, communication and integration at the sites."	TRUE	TRUE	"Action learning is at the heart of dŵr Uisce. The paper has illustrated how through adopting a Mode 2 mindset, we combined theoretical knowledge with applied practical experience to produce actionable knowledge that is robust for scholars and useful for practitioners."	FALSE 	FALSE 	TRUE	The work fits within the area of collaborative strategic improvement of operations through network action learning.	Management	Interdisciplinary	Inform	"The work has brought together engineering, operations management and action learning perspectives on an activity in practice and generated insights which are greater than might have been developed through a singular disciplinary perspective."			Action learning research in the water sector	Cross-border additionality	
65	Annum	4	Reducing household greenhouse gas emissions from space and water heating through low-carbon technology: Identifying cost-effective approaches	50	62	Completed					Publication	"Study investigating cost-effectiveness and emissions savings from replacing conventional heating systems (gas, oil, electricity, LPG and coal) to low-carbon heating systems (ASHP, GSHP, biomass boilers solar PV)"	"Q1. How energy certificates together with abatement curves can help to assess the energy demands of a house. Q2. How changes to cost of technology, their adoption rate, emission factors and changing fuel cost reduce emission. "	How	HOw	Energy Performance Certificates (EPC) for information on energy consumed by households. Marginal Abatement Cost Curve (MACC) assessment to determine cost-effectiveness of low-carbon heating systems	Assessment	EPC data was available online. The data for emission factors and fuel costs were determined by reports provided by BEIS. Technological cost information was acquired from recent publication and market research. 	TRUE	TRUE	Desk study	The data was used to determine emission saving from low-carbon technology for houses in Gwynedd 	Check	"Academics, Policy makers, industry "	FALSE	TRUE	TRUE					FALSE 	TRUE	FALSE 		Management		Inform				Benchmarking in the water sector		
66	Roberta	8	Climate Action Hackathon Programme in Irish Secondary School - Focus Group	67	68	Completed	6				Project	We carried out a focus group with a gropu of transition year students to develop the materials for the hackathon porgamme	Q1. How can we make our research findings relevant for young people? Q2.  How can we engage young people to empower them to take climate action?	How	How	Idea-storming and design session; test and feedback. Co-creation of materials	Case Study	Students provided their mind mapping and idea storming boards. They also gave feedback on the material and took part in the hackathon themselves.	TRUE	TRUE	Intervention	We used the data collacted and generated to co-create and co-design all the materials needed to deliver the programme	Do	Secondary school students and teachers	FALSE	FALSE	TRUE	This work contributes to a reflection on practice 	FALSE	TRUE	"This contributes to Younth and Citizen Engagement to share knowledge, bridge the gap between science and education"	FALSE 	FALSE 	TRUE		Management	Transdisciplinary	Co-create	The final programme was the outcome of a process that involved students and one teacher. Their ideas and perspectives were taken into account in designing a programme for young people to raise awarenss of the climate action potential of water efficiency		TRUE	"Education, Outreach and Engagement"	Cross-border additionality	This work contribute to the aim of establishing a cross-border water energy network of stakeholders 
67	Nathan	5	Economic and environmental efficiency of UK and Ireland water companies: Influence of exogenous factors and rurality	14	35	Completed					Publication	"Journal article investigating economic and environmental efficiency of water and sewage companes, with a focus on appropriate methodologies and the factors affecting performance"	How will an updated/alternative data envelopment analysis (methodology) change results? Which key factors influence efficiency scores.	How	How	Data envelopment analysis (DEA) to compute efficiency with multiple inputs and outputs. Double-bootstrapped DEA model to compensate for some deficiencies in the original model. Also used some regression analysis and GIS.	Assessment & Modelling	"Various quantitative secondary data from annual and regulator reports. These attempted to capture the services and inputs of water companies including expenditure, carbon, and water quality."	TRUE	TRUE	Desk study	The data was framed as varying inputs and outputs to represent each company. Efficiency analysis was then conducted to assess which company produced the most outputs for the fewest inputs. Then external explantory factors were incorporated to evaluate their influence on these efficiency scores.		"Academics, water analysts, regulators water companies"	TRUE	TRUE	TRUE	Development of efficeincy methodologies and models. The results from factors (including rurality) impacting results and the surrounding data can also support other benchmarking studies.	TRUE	TRUE	Publication contribution to deliverables. Impacts future WP 5&6 work by providing advice to improve auditing for benchmarking use 	FALSE	TRUE	TRUE		"Environmental Sciences, economics"	Interdisciplinary					Benchmarking in the water sector		
68	Nathan	5	"Key performance indicators to explain energy & economic efficiency across water utilities, and identifying suitable proxies"	36	49	Completed					Publication	Journal article investigating energy and economic efficiency across water and sewage and water-only companies. Additional focus on assessing how common proxy indicators performed vs. best available	How does performance compare between water and sewage companies vs water-only companies? Do proxy indicators have a significant impact on results?	How		Data envelopment analysis (DEA) to compute efficiency with multiple inputs and outputs. Double-bootstrapped DEA model to compensate for some deficiencies in the original model. 	Assessment and Modelling	"Various quantitative secondary data from annual and regulator reports. These attempted to capture the services and inputs of water companies including expenditure, energy, water quality, and assets"	TRUE	TRUE	Desk study	The data was framed as varying inputs and outputs to represent each company. Efficiency analysis was then conducted to assess which company produced the most outputs for the fewest inputs. Further proxy data was collected to compare that to the 'ideal' indicator set		"Academics, water analysts, regulators, water companies"	TRUE	TRUE	TRUE	Development of efficeincy methodologies and models. The results from factors impacting results and the surrounding data can also support other benchmarking studies. The results showing how different proxies affect results can also inform future research and their metric choices.	TRUE	TRUE	Publication contribution to deliverables. Impacts future WP 5&6 work by providing advice to improve auditing for benchmarking use 	FALSE	TRUE	TRUE		"Environmental Sciences, economics"	Interdisciplinary					Benchmarking in the water sector		
69	Nathan	5	Aligning efficiency benchmarking with sustainable outcomes in the United Kingdom water sector	50	58	Completed					Publication	Journal article investigating the productivity of the UK water sector over a 6 year period using metrics based on a wider sustainability perspective.	"When considering many aspects of sustainability, how has the UK water sector improved in productivity in the last 6 years? Are there significant different in performance results when evaluating companies using variations of well-developed indicators (i.e., classic economic approach vs service vs holistic sustainability etc.)"	How		Hicks-Moorsteen productivity index for computing producitivity with multiple inputs and outputs over a series of years.	Assessment and Modelling	Various quantitative secondary data from annual and regulator reports. These attempted to capture a holistic sustainability view of water and sewage companies	TRUE	TRUE	Desk study	The data was framed as varying inputs and outputs to represent each company. Efficiency analysis was then conducted to assess which company produced the most outputs for the fewest inputs in regard to sustainability focussed metrics. 		"Academics, water analysts, regulators, water companies"	TRUE	TRUE	TRUE	"Development of efficiency methodological approach, particularly in regard to capturing whole pictures of companies and their performance. The results from factors impacting results and the surrounding data can also support other benchmarking studies. "	TRUE	TRUE	Publication contribution to deliverables. Impacts future WP 5&6 work by providing advice to improve auditing for benchmarking use 	FALSE	TRUE	TRUE		"Environmental Sciences, economics"	Interdisciplinary					Benchmarking in the water sector		
70	Nathan	5	Pitfalls in international benchmarking of energy intensity across wastewater treatment utilities	59	64	Completed					Publication	Journal article evaluating the energy consumption of wastewater utilities across the globe	What are the contributing factors to wastewater treatment efficiency and the what are barriers to conducting this benchmarking	What	What	Spearman's rank and Kuskall-Wallace test to test the significant of data relationships	Assessment	"Various quantitative secondary data from annual and regulator reports. Largely covering wastewater treatment level, energy consumption, and geographical location"	TRUE	FALSE	Desk study	Benchmarked wastewater energy consumption for many countries 		"Academics, water analysts, regulators, water companies"	FALSE	TRUE	TRUE	Gives insights into how to avoid the barriers to international benchmarking 	TRUE	FALSE	Publication contribution to deliverables	FALSE	TRUE	TRUE		Environmental Sciences	Single Discipline					Benchmarking in the water sector		
71	Nathan	5	Cross-sector sustainability benchmarking of major utilities in the United Kingdom	65	74	Completed					Publication	"Journal article investigating the efficiency of water and sewage, communication, and energy utilties "	"How can we effectively benchmark across sectors, what are the real-world results"	How	What	A comparison-based scoring framework generated by this study. Also used k-means clustering	Assessment	"Various quantitative secondary data from annual and regulator reports. These covered economic, environmental and service metrics"	TRUE	TRUE	Desk study	"Enabled a testing of a novel cross-sector scoring system, and generated benchmarking results "		"Academics, water analysts, regulators, water companies"	TRUE	TRUE	TRUE	Shares a usable framework to compare companies or operations across sectors or fields. Useful for academics and practioners alike to generate results	TRUE	TRUE	Publication contribution to deliverables	FALSE	TRUE	TRUE		"Environmental Sciences, management"	Interdisciplinary	Inform				Benchmarking in the water sector		
72	David Ferras	1	Feasibility of MHP generation in community-owned rural water supply networks in Ireland Case study: Ballacolla network	6	9	Completed					Study	Analysis of the water network operated by the Ballacolla GWS to assess the potential for hydro energy recovery	What is the quantifiable hydro potential in the water network	What		"Data collection, numerical simulation, report generation"	Assessment	"Flow meter and water consumption records, together with network maps"	TRUE	FALSE	Desk study	Assess the potential for energy recovery	Plan	Group Water Scheme	TRUE	FALSE	FALSE	Inform the network owners	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	Consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
73	David Ferras	1	Feasibility of MHP generation in community-owned rural water supply networks in Ireland Case study: Blackstairs network	6	9	Completed					Study	Analysis of the water network operated by the Blackstairs GWS to assess the potential for hydro energy recovery	What is the quantifiable hydro potential in the water network	What		"Data collection, numerical simulation, report generation"	Assessment	"Flow meter and water consumption records, together with network maps"	TRUE	FALSE	Desk study	Assess the potential for energy recovery	Plan	Group Water Scheme	TRUE	FALSE	FALSE	Inform the network owners	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	Consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
74	David Ferras	1	Feasibility of MHP generation in community-owned rural water supply networks in Ireland Case study: Ballinabrannagh network	6	9	Completed					Study	Analysis of the water network operated by the Ballinabrannagh GWS to assess the potential for hydro energy recovery	What is the quantifiable hydro potential in the water network	What		"Data collection, numerical simulation, report generation"	Assessment	"Flow meter and water consumption records, together with network maps"	TRUE	FALSE	Desk study	Assess the potential for energy recovery	Plan	Group Water Scheme	TRUE	FALSE	FALSE	Inform the network owners	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	Consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
75	David Ferras	1	Feasibility of MHP generation in community-owned rural water supply networks in Ireland Case study: Kilanerin network	6	9	Completed					Study	Analysis of the water network operated by the Kilanerin GWS to assess the potential for hydro energy recovery	What is the quantifiable hydro potential in the water network	What		"Data collection, numerical simulation, report generation"	Assessment	"Flow meter and water consumption records, together with network maps"	TRUE	FALSE	Desk study	Assess the potential for energy recovery	Plan	Group Water Scheme	TRUE	FALSE	FALSE	Inform the network owners	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	Consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
76	Daniele	1	"EPS Hydropower Potential Feasibility Assessment: Drogheda WWTP, Blackstairs WTP, Cork Lower Harbour"	9	11	Completed					Study	Analysis of three water networks operated by EPS to assess the potential for hydro energy recovery	What is the quantifiable hydro potential at selected locations	What		"Data collection, calculations, report generation"	Assessment	"Flow meter records, as-built drawings, pressure data, pictures"	TRUE	FALSE	Desk study	Assess the potential for energy recovery	Plan	EPS (water network operator)	TRUE	FALSE	FALSE	Inform the network operator	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	Consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
